Country,Region,Year,VALUE
Colombia,Americas,2012,6.862896732
United Kingdom (Northern Ireland),Europe,2012,0.274177823
Iceland,Europe,2012,0.311546376
"China, Macao Special Administrative Region",Asia,2012,0.686381252
Serbia,Europe,2012,0.263457751
Slovakia,Europe,2012,0.351247966
Thailand,Asia,2012,0.814089409
Armenia,Asia,2013,0.620393364
Australia,Oceania,2013,0.42835295
Austria,Europe,2013,0.200482597
Bermuda,Americas,2013,3.149308727
Canada,Americas,2013,0.752915601
Switzerland,Europe,2013,0.321449311
Colombia,Americas,2013,7.152136785
Czechia,Europe,2013,0.342382601
Finland,Europe,2013,0.956080599
United Kingdom (Northern Ireland),Europe,2013,0.32791813
United Kingdom (Scotland),Europe,2013,0.525555118
Iran (Islamic Republic of),Asia,2013,0.335207231
Iceland,Europe,2013,0.308618638
Kazakhstan,Asia,2013,4.427602133
Sri Lanka,Asia,2013,1.457521966
Morocco,Africa,2013,1.12710129
Myanmar,Asia,2013,1.006943289
Mongolia,Asia,2013,1.862816565
Slovakia,Europe,2013,0.44323466
Slovenia,Europe,2013,0.386030521
United States of America,Americas,2013,0.815655153
Armenia,Asia,2014,0.830469942
Australia,Oceania,2014,0.391996789
Austria,Europe,2014,0.163818066
Bulgaria,Europe,2014,0.50188941
Bahamas,Americas,2014,2.055862936
Belize,Americas,2014,9.933727844
Bermuda,Americas,2014,1.578407387
Canada,Americas,2014,0.734367685
Switzerland,Europe,2014,0.232052821
Colombia,Americas,2014,7.078289026
Costa Rica,Americas,2014,2.539072297
Czechia,Europe,2014,0.256722761
Dominica,Americas,2014,0
Ecuador,Americas,2014,3.327485898
Finland,Europe,2014,0.915509463
United Kingdom (England and Wales),Europe,2014,0.412829745
United Kingdom (Northern Ireland),Europe,2014,0.325998724
United Kingdom (Scotland),Europe,2014,0.76669908
Iran (Islamic Republic of),Asia,2014,0.35892196
Iceland,Europe,2014,0
Sri Lanka,Asia,2014,1.440714798
Morocco,Africa,2014,0.60148437
Maldives,Asia,2014,0.239958919
Mexico,Americas,2014,2.847016731
Myanmar,Asia,2014,1.043615777
Mongolia,Asia,2014,2.61814103
Slovakia,Europe,2014,0.51664625
Slovenia,Europe,2014,0.481946989
United States of America,Americas,2014,0.845562985
Armenia,Asia,2015,0.660044223
Australia,Oceania,2015,0.428207326
Austria,Europe,2015,0.2545583
Bahamas,Americas,2015,8.658063777
Belize,Americas,2015,10.83721667
Bermuda,Americas,2015,4.75104523
Bhutan,Asia,2015,0.807239322
Canada,Americas,2015,0.808795984
Switzerland,Europe,2015,0.32601876
Colombia,Americas,2015,7.162605013
Costa Rica,Americas,2015,2.614783906
Czechia,Europe,2015,0.427602278
Dominica,Americas,2015,8.570632727
Ecuador,Americas,2015,2.580899786
Finland,Europe,2015,0.711748838
United Kingdom (England and Wales),Europe,2015,0.45607345
United Kingdom (Northern Ireland),Europe,2015,0.486060592
United Kingdom (Scotland),Europe,2015,0.707239903
Iran (Islamic Republic of),Asia,2015,0.350895035
Iceland,Europe,2015,0.604121011
Sri Lanka,Asia,2015,1.241991615
Morocco,Africa,2015,0.983262678
Maldives,Asia,2015,0.459155796
Mexico,Americas,2015,2.821475577
Malta,Europe,2015,0.219020388
Myanmar,Asia,2015,1.184835297
Mongolia,Asia,2015,2.462265777
Oman,Asia,2015,0.166993616
Slovakia,Europe,2015,0.313396117
Slovenia,Europe,2015,0.6727981
Thailand,Asia,2015,0.816565793
Uruguay,Americas,2015,1.998343726
United States of America,Americas,2015,0.803431151
Armenia,Asia,2016,0.732770728
Australia,Oceania,2016,0.384365785
Austria,Europe,2016,0.286156209
Azerbaijan,Asia,2016,1.132690366
Bahamas,Americas,2016,3.283023109
Belize,Americas,2016,13.61238727
Bermuda,Americas,2016,1.585590157
Bolivia (Plurinational State of),Americas,2016,0.248601263
Barbados,Americas,2016,1.794372131
Bhutan,Asia,2016,0.666878734
Canada,Americas,2016,0.703337464
Switzerland,Europe,2016,0.226922626
Chile,Americas,2016,1.587048797
Colombia,Americas,2016,7.409825012
Costa Rica,Americas,2016,2.062604078
Czechia,Europe,2016,0.341958573
Germany,Europe,2016,0.221057761
Dominica,Americas,2016,19.97859436
Denmark,Europe,2016,0.350455601
Dominican Republic,Americas,2016,5.338352778
Ecuador,Americas,2016,2.627803561
Spain,Europe,2016,0.273275104
Finland,Europe,2016,0.764300749
France,Europe,2016,0.126583626
United Kingdom (England and Wales),Europe,2016,0.486457828
United Kingdom (Northern Ireland),Europe,2016,0.32221045
United Kingdom (Scotland),Europe,2016,0.721594168
Greece,Europe,2016,0.279076465
Grenada,Americas,2016,5.83498658
Guatemala,Americas,2016,9.158428787
Guyana,Americas,2016,8.694655553
Honduras,Americas,2016,8.233977726
Croatia,Europe,2016,0.61556659
Hungary,Europe,2016,0.641867815
Iceland,Europe,2016,0
Saint Kitts and Nevis,Americas,2016,2.092597437
Liechtenstein,Europe,2016,0
Sri Lanka,Asia,2016,1.376864403
Lithuania,Europe,2016,2.420173475
"China, Macao Special Administrative Region",Asia,2016,0.159568909
Morocco,Africa,2016,0.472836619
Maldives,Asia,2016,0.220141881
Mexico,Americas,2016,3.156702238
Malta,Europe,2016,0.427619974
Myanmar,Asia,2016,1.343165252
Montenegro,Europe,2016,0.473736446
Mongolia,Asia,2016,2.145529624
Oman,Asia,2016,0.272846953
Peru,Americas,2016,1.117792922
El Salvador,Americas,2016,11.16708877
Serbia,Europe,2016,0.266905529
Suriname,Americas,2016,2.579744193
Slovakia,Europe,2016,0.349830351
Slovenia,Europe,2016,0.382771457
Thailand,Asia,2016,0.648660558
Uruguay,Americas,2016,2.460625596
United States of America,Americas,2016,0.8239352
Uzbekistan,Asia,2016,1.513341488
Saint Vincent and the Grenadines,Americas,2016,8.493570839
Argentina,Americas,2017,1.6388748
Armenia,Asia,2017,0.631153085
Antigua and Barbuda,Americas,2017,6.584795707
Australia,Oceania,2017,0.325331083
Austria,Europe,2017,0.29553864
Azerbaijan,Asia,2017,1.062396745
Bulgaria,Europe,2017,0.487300327
Bahamas,Americas,2017,1.75429803
Belize,Americas,2017,11.74293122
Bermuda,Americas,2017,3.160806006
Bolivia (Plurinational State of),Americas,2017,0.498446334
Barbados,Americas,2017,2.1490972
Bhutan,Asia,2017,1.058031018
Canada,Americas,2017,0.703062738
Switzerland,Europe,2017,0.248471104
Chile,Americas,2017,2.106858904
Colombia,Americas,2017,6.965633101
Costa Rica,Americas,2017,1.862293601
Czechia,Europe,2017,0.360828976
Germany,Europe,2017,0.187595975
Dominica,Americas,2017,11.36315214
Denmark,Europe,2017,0.47060587
Dominican Republic,Americas,2017,4.968421875
Ecuador,Americas,2017,2.38366973
Spain,Europe,2017,0.225398456
Finland,Europe,2017,0.871437545
France,Europe,2017,0.121601232
United Kingdom (England and Wales),Europe,2017,0.57026523
United Kingdom (Northern Ireland),Europe,2017,0.481068871
United Kingdom (Scotland),Europe,2017,0.682052795
Greece,Europe,2017,0.308635365
Grenada,Americas,2017,7.442906703
Guatemala,Americas,2017,1.037474358
Guyana,Americas,2017,5.633788054
Honduras,Americas,2017,7.946531168
Hungary,Europe,2017,0.633367797
Iceland,Europe,2017,0.291008986
Jamaica,Americas,2017,6.017712728
Japan,Asia,2017,0.071844484
Kazakhstan,Asia,2017,3.210515815
Saint Kitts and Nevis,Americas,2017,6.278055059
Saint Lucia,Americas,2017,9.59565599
Sri Lanka,Asia,2017,1.008982595
Lithuania,Europe,2017,1.824786104
"China, Macao Special Administrative Region",Asia,2017,0.156590339
Morocco,Africa,2017,0.326501983
Republic of Moldova,Europe,2017,0.660272296
Maldives,Asia,2017,0.211666194
Mexico,Americas,2017,3.54772576
Malta,Europe,2017,0.834207513
Montenegro,Europe,2017,0.158118266
Mongolia,Asia,2017,2.487056004
Oman,Asia,2017,0.330261607
Panama,Americas,2017,2.246059204
Peru,Americas,2017,1.518723632
El Salvador,Americas,2017,10.34044478
Serbia,Europe,2017,0.30810944
Suriname,Americas,2017,2.552932937
Slovakia,Europe,2017,0.441223756
Slovenia,Europe,2017,0.571866458
Trinidad and Tobago,Americas,2017,6.086810085
Uruguay,Americas,2017,2.542223557
United States of America,Americas,2017,0.848415524
Uzbekistan,Asia,2017,1.120652237
Saint Vincent and the Grenadines,Americas,2017,8.526885744
Argentina,Americas,2018,1.893564304
Armenia,Asia,2018,0.528810103
Antigua and Barbuda,Americas,2018,2.182798457
Australia,Oceania,2018,0.400332596
Austria,Europe,2018,0.339346823
Azerbaijan,Asia,2018,0.994826704
Bahamas,Americas,2018,1.741698629
Belize,Americas,2018,9.68419069
Bolivia (Plurinational State of),Americas,2018,0.482471425
Barbados,Americas,2018,2.860324969
Bhutan,Asia,2018,0.918518849
Canada,Americas,2018,0.688533147
Switzerland,Europe,2018,0.305363809
Chile,Americas,2018,2.154913006
Colombia,Americas,2018,5.793782498
Costa Rica,Americas,2018,2.182221875
Germany,Europe,2018,0.170091218
Dominica,Americas,2018,7.059903279
Denmark,Europe,2018,0.312137682
Dominican Republic,Americas,2018,4.412230107
Ecuador,Americas,2018,2.67400547
Spain,Europe,2018,0.235082704
Finland,Europe,2018,0.870280834
United Kingdom (England and Wales),Europe,2018,0.519319629
United Kingdom (Northern Ireland),Europe,2018,0.690886306
United Kingdom (Scotland),Europe,2018,0.753939795
Greece,Europe,2018,0.385582198
Grenada,Americas,2018,5.745333968
Guatemala,Americas,2018,0.593465611
Guyana,Americas,2018,5.856038212
Honduras,Americas,2018,7.750552699
Croatia,Europe,2018,0.36053489
Hungary,Europe,2018,0.572810447
Iceland,Europe,2018,0
Jamaica,Americas,2018,9.282194723
Jordan,Asia,2018,0.439776188
Japan,Asia,2018,0.06573952
Saint Kitts and Nevis,Americas,2018,8.375034024
Saint Lucia,Americas,2018,8.432271991
Sri Lanka,Asia,2018,1.088935443
Lithuania,Europe,2018,1.077837982
"China, Macao Special Administrative Region",Asia,2018,0.307223909
Morocco,Africa,2018,0.832231323
Republic of Moldova,Europe,2018,1.304969036
Mexico,Americas,2018,3.614918468
Malta,Europe,2018,1.017116029
Montenegro,Europe,2018,0.158364538
Mongolia,Asia,2018,2.686480461
New Zealand,Oceania,2018,0.661358438
Oman,Asia,2018,0.217336639
Panama,Americas,2018,1.94465885
Peru,Americas,2018,1.406660004
Paraguay,Americas,2018,2.715987763
El Salvador,Americas,2018,8.954258873
Suriname,Americas,2018,3.031760215
Slovakia,Europe,2018,0.3855513
Slovenia,Europe,2018,0.237425472
Trinidad and Tobago,Americas,2018,4.12039803
Uruguay,Americas,2018,2.801249591
United States of America,Americas,2018,0.815318748
Uzbekistan,Asia,2018,0.936838127
Saint Vincent and the Grenadines,Americas,2018,9.498435133
United Arab Emirates,Asia,2019,0.379953357
Argentina,Americas,2019,1.868343468
Armenia,Asia,2019,0.460894518
Antigua and Barbuda,Americas,2019,0
Australia,Oceania,2019,0.347041882
Austria,Europe,2019,0.304056108
Azerbaijan,Asia,2019,0.879528706
Bahamas,Americas,2019,3.707759352
Bosnia and Herzegovina,Europe,2019,0.327311593
Belize,Americas,2019,10.0232591
Bolivia (Plurinational State of),Americas,2019,0.857580866
Barbados,Americas,2019,6.067538846
Bhutan,Asia,2019,0.781800722
Canada,Americas,2019,0.674260582
Switzerland,Europe,2019,0.291525165
Chile,Americas,2019,2.374013668
Colombia,Americas,2019,5.575103731
Costa Rica,Americas,2019,1.947081855
Czechia,Europe,2019,0.550448041
Germany,Europe,2019,0.179198234
Dominica,Americas,2019,5.6000448
Dominican Republic,Americas,2019,4.659120117
Ecuador,Americas,2019,2.669550935
Spain,Europe,2019,0.252485754
Finland,Europe,2019,0.434661581
United Kingdom (Northern Ireland),Europe,2019,0.42246076
United Kingdom (Scotland),Europe,2019,0.713854264
Greece,Europe,2019,0.208057027
Grenada,Americas,2019,9.778078363
Guatemala,Americas,2019,0.590424438
Guyana,Americas,2019,9.765221539
Honduras,Americas,2019,8.404602589
Croatia,Europe,2019,0.193716233
Hungary,Europe,2019,0.511676666
Iceland,Europe,2019,0
Jamaica,Americas,2019,7.640985964
Jordan,Asia,2019,0.532775807
Japan,Asia,2019,0.072341829
Saint Kitts and Nevis,Americas,2019,4.191861501
Saint Lucia,Americas,2019,7.839470052
Sri Lanka,Asia,2019,0.974610969
Lithuania,Europe,2019,1.158267414
"China, Macao Special Administrative Region",Asia,2019,0.301362535
Republic of Moldova,Europe,2019,0.996947732
Mexico,Americas,2019,3.406475122
Malta,Europe,2019,0
Montenegro,Europe,2019,0.475891344
Mongolia,Asia,2019,3.403012594
Netherlands (Kingdom of the),Europe,2019,0.339797902
New Zealand,Oceania,2019,0.846939142
Oman,Asia,2019,0.173808456
Panama,Americas,2019,2.220892837
Peru,Americas,2019,2.281807073
Paraguay,Americas,2019,2.848380259
El Salvador,Americas,2019,6.671743986
Suriname,Americas,2019,2.66533178
Slovakia,Europe,2019,0.660075205
Slovenia,Europe,2019,0.425954446
Trinidad and Tobago,Americas,2019,4.342233816
Uruguay,Americas,2019,3.062645093
United States of America,Americas,2019,0.770819136
Uzbekistan,Asia,2019,0.809656491
Saint Vincent and the Grenadines,Americas,2019,6.671527351
Argentina,Americas,2020,1.938447863
Antigua and Barbuda,Americas,2020,5.395838729
Australia,Oceania,2020,0.385663433
Austria,Europe,2020,0.246975199
Azerbaijan,Asia,2020,1.157030306
Bahamas,Americas,2020,2.706216795
Bosnia and Herzegovina,Europe,2020,0.662968508
Belize,Americas,2020,5.317525932
Bolivia (Plurinational State of),Americas,2020,0.552941557
Brazil,Americas,2020,4.508989987
Barbados,Americas,2020,4.631394442
Bhutan,Asia,2020,2.459527822
Canada,Americas,2020,0.797071317
Switzerland,Europe,2020,0.300974242
Chile,Americas,2020,2.74606917
Colombia,Americas,2020,4.527724291
Costa Rica,Americas,2020,1.561553004
Czechia,Europe,2020,0.360841003
Germany,Europe,2020,0.199210388
Dominica,Americas,2020,6.944974963
Dominican Republic,Americas,2020,3.927392691
Ecuador,Americas,2020,2.655129494
Spain,Europe,2020,0.287139081
United Kingdom (Northern Ireland),Europe,2020,0.527562503
United Kingdom (Scotland),Europe,2020,0.676911819
Greece,Europe,2020,0.228305464
Grenada,Americas,2020,6.469194504
Guatemala,Americas,2020,0.512592527
Guyana,Americas,2020,9.784220311
Honduras,Americas,2020,6.698437812
Croatia,Europe,2020,0.292906536
Hungary,Europe,2020,0.553813607
Iceland,Europe,2020,0.272725537
Italy,Europe,2020,0.199998054
Jamaica,Americas,2020,7.339290805
Jordan,Asia,2020,0.366008063
Kazakhstan,Asia,2020,0.263445702
Saint Kitts and Nevis,Americas,2020,8.395865036
Saint Lucia,Americas,2020,5.021298675
Lithuania,Europe,2020,0.780067986
"China, Macao Special Administrative Region",Asia,2020,0.295734182
Republic of Moldova,Europe,2020,0.875246001
Mexico,Americas,2020,3.105597407
Malta,Europe,2020,0
Montenegro,Europe,2020,0.317941014
Mongolia,Asia,2020,2.276635497
Netherlands (Kingdom of the),Europe,2020,0.263843798
Oman,Asia,2020,0.13205972
Panama,Americas,2020,1.304024756
Peru,Americas,2020,1.143980758
Paraguay,Americas,2020,2.402286251
El Salvador,Americas,2020,4.004620569
Suriname,Americas,2020,5.106537191
Slovakia,Europe,2020,0.586437067
Slovenia,Europe,2020,0.425001216
Tajikistan,Asia,2020,0.167658524
Trinidad and Tobago,Americas,2020,4.413274867
Uganda,Africa,2020,2.197969936
Uruguay,Americas,2020,2.478793918
United States of America,Americas,2020,0.827821459
Saint Vincent and the Grenadines,Americas,2020,13.38016391
United Arab Emirates,Asia,2021,0.298980955
Argentina,Americas,2021,1.568132716
Antigua and Barbuda,Americas,2021,7.509158492
Australia,Oceania,2021,0.316344734
Austria,Europe,2021,0.212954779
Azerbaijan,Asia,2021,0.911471666
Bahamas,Americas,2021,2.451548214
Bosnia and Herzegovina,Europe,2021,0.397438904
Belize,Americas,2021,8.249360675
Bolivia (Plurinational State of),Americas,2021,0.596052543
Barbados,Americas,2021,4.623052317
Canada,Americas,2021,0.775782746
Switzerland,Europe,2021,0.241617957
Chile,Americas,2021,1.872449269
Colombia,Americas,2021,5.274032068
Costa Rica,Americas,2021,1.707425964
Czechia,Europe,2021,0.247365769
Dominica,Americas,2021,9.666839289
Dominican Republic,Americas,2021,3.840662342
Ecuador,Americas,2021,3.067805755
Spain,Europe,2021,0.261124455
United Kingdom (England and Wales),Europe,2021,0.535256938
United Kingdom (Northern Ireland),Europe,2021,0.420352192
United Kingdom (Scotland),Europe,2021,0.60220077
Greece,Europe,2021,0.315929601
Grenada,Americas,2021,1.605007624
Guatemala,Americas,2021,0.442968287
Guyana,Americas,2021,9.570365178
Honduras,Americas,2021,7.510936098
Croatia,Europe,2021,0.443334903
Hungary,Europe,2021,0.55613996
Iceland,Europe,2021,0
Italy,Europe,2021,0.25827
Jamaica,Americas,2021,7.780188457
Jordan,Asia,2021,0.46643975
Saint Kitts and Nevis,Americas,2021,2.100553496
Republic of Korea,Asia,2021,0.349217663
Saint Lucia,Americas,2021,11.68929845
Morocco,Africa,2021,0.226558082
Mexico,Americas,2021,3.070909405
Malta,Europe,2021,0
Montenegro,Europe,2021,0.477814667
Mongolia,Asia,2021,3.315627088
Nicaragua,Americas,2021,3.474178678
Netherlands (Kingdom of the),Europe,2021,0.314255258
Oman,Asia,2021,0.221215887
Panama,Americas,2021,1.838544957
Peru,Americas,2021,0.676247392
Paraguay,Americas,2021,2.550792469
El Salvador,Americas,2021,4.276097817
Suriname,Americas,2021,1.957635144
Slovakia,Europe,2021,0.587412269
Slovenia,Europe,2021,0.330280597
Eswatini,Africa,2021,5.535654226
Uganda,Africa,2021,1.325953992
Uruguay,Americas,2021,2.451652823
United States of America,Americas,2021,0.838038292
Holy See,Europe,2021,0
Saint Vincent and the Grenadines,Americas,2021,8.626308323
Argentina,Americas,2022,1.404077203
Antigua and Barbuda,Americas,2022,1.066518776
Australia,Oceania,2022,0.37054845
Austria,Europe,2022,0.21253707
Bahamas,Americas,2022,2.439119575
Bosnia and Herzegovina,Europe,2022,0.278333887
Belize,Americas,2022,5.428446292
Bolivia (Plurinational State of),Americas,2022,0.670805482
Barbados,Americas,2022,3.195625544
Canada,Americas,2022,0.91537163
Switzerland,Europe,2022,0.240261624
Chile,Americas,2022,2.351592934
Colombia,Americas,2022,4.748041139
Costa Rica,Americas,2022,2.046004607
Czechia,Europe,2022,0.514580446
Dominica,Americas,2022,6.874033339
Dominican Republic,Americas,2022,4.871392998
Algeria,Africa,2022,1.347341978
Ecuador,Americas,2022,3.333148158
Spain,Europe,2022,0.26073081
United Kingdom (Northern Ireland),Europe,2022,0.680434829
Greece,Europe,2022,0.250361797
Grenada,Americas,2022,5.580468361
Guyana,Americas,2022,11.37592422
Honduras,Americas,2022,6.460357297
Croatia,Europe,2022,0.347363726
Hungary,Europe,2022,0.622033583
Iceland,Europe,2022,0.268169488
Italy,Europe,2022,0.230362159
Jamaica,Americas,2022,4.527164223
Jordan,Asia,2022,0.363286175
Saint Kitts and Nevis,Americas,2022,14.68813933
Saint Lucia,Americas,2022,3.891970032
Morocco,Africa,2022,1.34016871
Mexico,Americas,2022,2.715206262
North Macedonia,Europe,2022,0.429881852
Malta,Europe,2022,0.750066568
Montenegro,Europe,2022,0.15946865
Mauritius,Africa,2022,0.615636079
Netherlands (Kingdom of the),Europe,2022,0.341607562
Panama,Americas,2022,1.837326096
Paraguay,Americas,2022,2.035174901
El Salvador,Americas,2022,2.588223708
Suriname,Americas,2022,1.941620331
Slovakia,Europe,2022,0.301234014
Slovenia,Europe,2022,0.283039695
Uruguay,Americas,2022,3.38904465
United States of America,Americas,2022,0.984198904
Holy See,Europe,2022,0
Saint Vincent and the Grenadines,Americas,2022,10.58226509
Armenia,Asia,2005,0.656330339
Australia,Oceania,2005,0.456083814
Austria,Europe,2005,0.559132178
Bulgaria,Europe,2005,0.127955418
Bahamas,Americas,2005,3.162700832
Canada,Americas,2005,0.586666541
Colombia,Americas,2005,5.940180394
Finland,Europe,2005,1.048403653
United Kingdom (Scotland),Europe,2005,0.724042112
Grenada,Americas,2005,5.442004109
"China, Hong Kong Special Administrative Region",Asia,2005,0.187404271
Hungary,Europe,2005,0.60554765
Malta,Europe,2005,0.487557532
Panama,Americas,2005,2.873677957
Serbia,Europe,2005,0.523563953
Slovenia,Europe,2005,0.199523239
United States of America,Americas,2005,0.64680728
Saint Vincent and the Grenadines,Americas,2005,8.92518464
Albania,Europe,2006,0.432844652
Armenia,Asia,2006,0.693873788
Australia,Oceania,2006,0.522792022
Austria,Europe,2006,0.507997145
Bulgaria,Europe,2006,0.592322776
Bahamas,Americas,2006,3.686223025
Canada,Americas,2006,0.602486171
Colombia,Americas,2006,6.085627562
Costa Rica,Americas,2006,1.918608954
Egypt,Africa,2006,0.236885504
Finland,Europe,2006,0.873486661
United Kingdom (England and Wales),Europe,2006,0.504162548
United Kingdom (Scotland),Europe,2006,1.03253458
Grenada,Americas,2006,5.405989837
"China, Hong Kong Special Administrative Region",Asia,2006,0.215498819
Hungary,Europe,2006,0.696028254
Jamaica,Americas,2006,9.332031063
North Macedonia,Europe,2006,0.576624784
Malta,Europe,2006,0
Panama,Americas,2006,1.781169124
Serbia,Europe,2006,0.346385125
Slovenia,Europe,2006,0.248315181
Trinidad and Tobago,Americas,2006,3.994422334
United States of America,Americas,2006,0.610502448
Saint Vincent and the Grenadines,Americas,2006,5.384715485
Albania,Europe,2007,0.436815628
Andorra,Europe,2007,0
Armenia,Asia,2007,0.732261059
Australia,Oceania,2007,0.528063503
Austria,Europe,2007,0.470178506
Bulgaria,Europe,2007,0.466379481
Bahamas,Americas,2007,5.591801301
Belarus,Europe,2007,3.938536041
Barbados,Americas,2007,3.68400112
Canada,Americas,2007,0.550780451
Colombia,Americas,2007,6.024488379
Costa Rica,Americas,2007,2.027018353
Czechia,Europe,2007,1.044706775
Egypt,Africa,2007,0.30041807
Finland,Europe,2007,0.869780772
United Kingdom (England and Wales),Europe,2007,0.492761263
United Kingdom (Scotland),Europe,2007,1.005802708
Grenada,Americas,2007,5.370352966
Guatemala,Americas,2007,4.198120016
"China, Hong Kong Special Administrative Region",Asia,2007,0.04284823
Hungary,Europe,2007,0.587580812
Iceland,Europe,2007,0
Jamaica,Americas,2007,9.366134796
Sri Lanka,Asia,2007,1.807890021
Luxembourg,Europe,2007,0.208390424
North Macedonia,Europe,2007,0.239982184
Malta,Europe,2007,0
Mongolia,Asia,2007,4.490254421
Netherlands (Kingdom of the),Europe,2007,0.268436198
New Zealand,Oceania,2007,0.379012738
Panama,Americas,2007,2.710095017
El Salvador,Americas,2007,7.048159611
Serbia,Europe,2007,0.322240775
Slovenia,Europe,2007,0.395407539
Thailand,Asia,2007,0.867915865
Trinidad and Tobago,Americas,2007,3.538261241
United States of America,Americas,2007,0.600178239
Saint Vincent and the Grenadines,Americas,2007,9.925647874
Albania,Europe,2008,0.372667988
Andorra,Europe,2008,0
Armenia,Asia,2008,0.837964203
Australia,Oceania,2008,0.522405231
Austria,Europe,2008,0.420615899
Bulgaria,Europe,2008,0.377854446
Bahamas,Americas,2008,6.064030651
Belarus,Europe,2008,3.575870679
Barbados,Americas,2008,3.667900915
Canada,Americas,2008,0.605083769
Colombia,Americas,2008,6.064089968
Costa Rica,Americas,2008,2.287912205
Czechia,Europe,2008,0.501031788
Egypt,Africa,2008,0.401933177
Finland,Europe,2008,0.846923156
United Kingdom (England and Wales),Europe,2008,0.466797905
United Kingdom (Northern Ireland),Europe,2008,0.449652419
United Kingdom (Scotland),Europe,2008,0.961002518
Grenada,Americas,2008,12.44682317
Guatemala,Americas,2008,4.427927821
"China, Hong Kong Special Administrative Region",Asia,2008,0.099281246
Hungary,Europe,2008,0.618545799
Iceland,Europe,2008,0
Jamaica,Americas,2008,9.884291095
Kazakhstan,Asia,2008,0.456888354
Sri Lanka,Asia,2008,1.533103979
Luxembourg,Europe,2008,0.204651525
North Macedonia,Europe,2008,0.383467379
Malta,Europe,2008,0
Mongolia,Asia,2008,2.39190125
Netherlands (Kingdom of the),Europe,2008,0.346277847
New Zealand,Oceania,2008,0.328620061
Panama,Americas,2008,2.460463076
El Salvador,Americas,2008,6.60832989
Serbia,Europe,2008,0.258973631
Slovenia,Europe,2008,0.245817054
Thailand,Asia,2008,0.911950171
Trinidad and Tobago,Americas,2008,4.738645738
United States of America,Americas,2008,0.617609237
Saint Vincent and the Grenadines,Americas,2008,5.43894557
Albania,Europe,2009,0.477727328
Andorra,Europe,2009,0
Armenia,Asia,2009,0.910839906
Australia,Oceania,2009,0.498594425
Austria,Europe,2009,0.611295592
Bulgaria,Europe,2009,0.301254686
Bahamas,Americas,2009,6.249040568
Belarus,Europe,2009,2.941264485
Barbados,Americas,2009,1.826207169
Canada,Americas,2009,0.625113172
Switzerland,Europe,2009,0.155150913
Colombia,Americas,2009,5.62351552
Costa Rica,Americas,2009,2.476371471
Czechia,Europe,2009,0.585327846
Egypt,Africa,2009,0.396486294
Finland,Europe,2009,0.955268163
United Kingdom (England and Wales),Europe,2009,0.380191976
United Kingdom (Northern Ireland),Europe,2009,0.390334645
United Kingdom (Scotland),Europe,2009,0.860108182
Grenada,Americas,2009,5.298036636
Guatemala,Americas,2009,4.158657044
"China, Hong Kong Special Administrative Region",Asia,2009,0.239619034
Hungary,Europe,2009,0.699399915
Iceland,Europe,2009,0
Jamaica,Americas,2009,10.50542866
Kazakhstan,Asia,2009,0.554797908
Sri Lanka,Asia,2009,1.38655105
Luxembourg,Europe,2009,0.200856452
North Macedonia,Europe,2009,0.526369182
Malta,Europe,2009,0.481347774
Mongolia,Asia,2009,3.187444618
Mauritius,Africa,2009,0
Netherlands (Kingdom of the),Europe,2009,0.320508789
New Zealand,Oceania,2009,0.39508358
Panama,Americas,2009,2.556651607
El Salvador,Americas,2009,10.47414724
Serbia,Europe,2009,0.468260095
Slovenia,Europe,2009,0.342201568
Thailand,Asia,2009,0.861183501
Trinidad and Tobago,Americas,2009,5.852164337
United States of America,Americas,2009,0.595114545
Holy See,Europe,2009,0
Saint Vincent and the Grenadines,Americas,2009,2.731257881
Albania,Europe,2010,0.686483147
Andorra,Europe,2010,1.398220066
Armenia,Asia,2010,0.576996246
Australia,Oceania,2010,0.340612309
Austria,Europe,2010,0.131534436
Bulgaria,Europe,2010,0.342453439
Bahamas,Americas,2010,4.822220793
Bosnia and Herzegovina,Europe,2010,0.34110994
Belarus,Europe,2010,2.81561995
Bermuda,Americas,2010,0
Barbados,Americas,2010,3.27617023
Canada,Americas,2010,0.485816899
Switzerland,Europe,2010,0.255674831
Chile,Americas,2010,1.299681807
Colombia,Americas,2010,5.23918766
Costa Rica,Americas,2010,2.033640745
Czechia,Europe,2010,0.468238655
Dominican Republic,Americas,2010,6.12740397
Egypt,Africa,2010,0.437810236
Spain,Europe,2010,0.332812478
Finland,Europe,2010,0.96955739
United Kingdom (England and Wales),Europe,2010,0.423756029
United Kingdom (Northern Ireland),Europe,2010,0.33244073
United Kingdom (Scotland),Europe,2010,1.159210976
Grenada,Americas,2010,7.892036935
Guatemala,Americas,2010,3.816237244
"China, Hong Kong Special Administrative Region",Asia,2010,0.126184062
Croatia,Europe,2010,0.366243183
Hungary,Europe,2010,0.610804735
Iceland,Europe,2010,0.314136455
Jamaica,Americas,2010,8.778680681
Kazakhstan,Asia,2010,0.366854691
Liechtenstein,Europe,2010,0
Sri Lanka,Asia,2010,1.141830988
Luxembourg,Europe,2010,1.380481374
"China, Macao Special Administrative Region",Asia,2010,0.35887507
North Macedonia,Europe,2010,0.334315904
Malta,Europe,2010,0.238803119
Mongolia,Asia,2010,2.849192605
Mauritius,Africa,2010,1.324678765
Nicaragua,Americas,2010,6.438133973
Netherlands (Kingdom of the),Europe,2010,0.367091355
New Zealand,Oceania,2010,0.391133779
